"ano";"num_trimestre";"nom_categoria";"nom_tipo_instituicao";"num_cnpj_instituicao";"nom_instituicao";"vlr_ind_recl";"qtd_recl_reg_prec";"qtd_recl_reg_outr";"qtd_recl_nao_reg";"qtd_totl_recl";"qtd_totl_clie_css_scr";"qtd_clie_ccs";"qtd_clie_scr";"dat_hor_psst"
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;4902979;BANCO DA AMAZONIA S.A.;;3;3;5;11;563256;488547;195226;1692158046.4509
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;657.93;217;48;44;309;329820;172712;211804;1692158046.450903
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S.A.;;21;22;13;56;1106905;832301;650078;1692158046.450905
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;4913711;BANCO DO ESTADO DO PARÁ S.A.;;19;25;14;58;943319;820262;419303;1692158046.450908
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;7237373;BANCO DO NORDESTE DO BRASIL S.A.;;9;26;31;66;9079293;8496689;3340534;1692158046.450911
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;58616418;BANCO FIBRA S.A.;;1;1;0;2;163906;4390;160140;1692158046.450913
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;62237425;BANCO FIDIS S/A;;1;0;0;1;892;179;733;1692158046.450916
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;53518684;BANCO HSBC S.A.;;0;0;5;5;3528;3515;76;1692158046.450919
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;4866275;BANCO INBURSA S.A.;;12;7;4;23;20983;10;20973;1692158046.450921
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33588252;BANCO INDUSCRED DE INVESTIMENTO S.A.;;1;0;0;1;104;27;84;1692158046.450924
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;78632767;BANCO OURINVEST S.A.;;2;8;1;11;131481;127917;3611;1692158046.450928
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;61820817;BANCO PAULISTA S.A.;;10;0;0;10;46760;7922;39134;1692158046.450934
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;1023570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.;;0;1;0;1;3831;3643;1751;1692158046.450942
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;80271455;BANCO RNX S.A.;;0;0;1;1;2261;57;2219;1692158046.450948
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;795423;BANCO SEMEAR S.A.;;0;2;1;3;311109;4418;307467;1692158046.450953
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BANCO SICOOB;;26;36;9;71;5462202;2521215;3574459;1692158046.450959
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;7679404;BANCO TOPÁZIO S.A.;;1;2;2;5;13722;12530;2947;1692158046.450963
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BANCO TOYOTA DO BRASIL S.A.;;2;5;6;13;151938;15265;137558;1692158046.450966
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;17351180;BANCO TRIANGULO S.A.;;11;21;11;43;1938394;633710;1737249;1692158046.450969
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BANESTES;;24;25;16;65;1367792;1317332;479206;1692158046.450972
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BANRISUL;14.72;75;233;95;403;5091709;3710716;3974497;1692158046.450975
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BARIGUI;;26;54;13;93;309334;279133;63834;1692158046.450978
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BB;12.32;891;1819;1116;3826;72316273;66161824;33862615;1692158046.450981
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;20443996;BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;0;0;1;1;146480;7;146476;1692158046.450984
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11285104;BIORC FINANCEIRA - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;;0;1;0;1;18268;254;18014;1692158046.450987
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BMG;47.2;489;577;118;1184;10358318;6712419;5648428;1692158046.450989
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BMW;;1;2;1;4;28673;26682;20291;1692158046.450992
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BNP PARIBAS;79.87;173;313;58;544;2165958;11882;2154555;1692158046.450995
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BNQI - FINANCEIRO;;29;74;5;108;;;;1692158046.450997
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BOCOM;;1;0;0;1;8804;7271;2068;1692158046.451
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BOFA MERRILL LYNCH;;0;1;0;1;4697;4691;110;1692158046.451003
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13370835;BPP INSTITUIÇÃO DE PAGAMENTO S.A.;18.4;36;18;3;57;1955803;1955803;;1692158046.451006
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BRADESCO;25.22;2587;3473;1987;8047;102567618;93858121;44622099;1692158046.451009
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BRB;51.38;206;227;176;609;4008721;3790552;1487581;1692158046.451012
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BTG PACTUAL/BANCO PAN;68.2;1290;1054;507;2851;18913034;13149801;9776731;1692158046.451015
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;C6 BANK;77.99;1265;1300;480;3045;16218908;14546414;5723394;1692158046.451018
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;CAIXA ECONOMICA FEDERAL;13.17;1911;2563;2092;6566;145044033;143432228;24508861;1692158046.451021
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;9313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;0;2;0;2;60157;54810;13824;1692158046.451024
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;CCB;;5;68;10;83;183466;3623;180307;1692158046.451027
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13935893;CELCOIN INSTITUICAO DE PAGAMENTO S.A.;;5;5;2;12;0;;;1692158046.451031
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;1027058;CIELO S.A.;;21;27;25;73;146900;146794;106;1692158046.451034
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;CITIBANK;;1;6;1;8;18222;17192;1934;1692158046.451037
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;COBUCCIO;;8;8;24;40;;;;1692158046.451039
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;COLOMBO;;0;5;1;6;374111;52;374077;1692158046.451043
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;CRED-SYSTEM;;22;32;12;66;;;;1692158046.451046
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;62895230;CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO;;0;3;0;3;718253;;718253;1692158046.45105
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;CREFISA;52.61;160;144;72;376;3040767;1912347;1687604;1692158046.451064
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;DAYCOVAL;150.03;205;352;43;600;1366381;184638;1221767;1692158046.451068
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;21018182;EBANX INSTITUICAO DE PAGAMENTOS LTDA.;173.53;93;98;16;207;535917;535915;2;1692158046.451071
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;39321657;FACEBOOK INSTITUIÇÃO DE PAGAMENTO DO BRASIL LTDA.;;0;0;1;1;0;;;1692158046.451075
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;134.16;75;258;20;353;559026;682;558350;1692158046.451078
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;36583700;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;1;0;0;1;17470;;17470;1692158046.451081
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;;1;0;1;2;85967;1623;84383;1692158046.451084
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;2732968;FORTBRASIL ADMINISTRADORA DE CARTOES DE CREDITO S/A;;1;3;0;4;653498;;653498;1692158046.451087
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;GENIAL;;11;2;1;14;452120;452117;53;1692158046.45109
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;GERENCIANET;;6;12;2;20;296726;296684;6621;1692158046.451093
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;GM;;3;3;15;21;245739;483;245340;1692158046.451096
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;10314753;GREEN NET INSTITUIÇÃO DE PAGAMENTO LTDA;;0;0;1;1;0;;;1692158046.451099
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;GRUPO BONSUCESSO - BS2;74.59;71;116;20;207;951797;946580;16631;1692158046.451102
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;GRUPO ZEMA;;4;4;4;12;471569;3879;468856;1692158046.451106
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;HERVAL - HS;;1;3;3;7;203133;921;202497;1692158046.45111
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;HONDA;;3;3;5;11;397644;123;397605;1692158046.451113
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13884775;HUB PAGAMENTOS S.A;;18;25;3;46;2891451;2891451;;1692158046.451116
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;17453575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;;0;2;0;2;208;194;23;1692158046.451119
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;INDUSTRIAL DO BRASIL;;5;16;2;23;65379;4647;61507;1692158046.451123
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;INTER;48.85;833;688;199;1720;17049709;16953999;2638025;1692158046.451127
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;ITAU;12.26;1136;2726;1560;5422;92631221;73942108;53934158;1692158046.45113
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15111975;IUGU INSTITUIÇÃO DE PAGAMENTO S.A.;;7;6;1;14;1381;;1381;1692158046.451134
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;4230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO;;0;5;4;9;57183;;57183;1692158046.451136
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;JP MORGAN CHASE;;0;2;1;3;4029;4004;105;1692158046.45114
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;6040559;KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;0;2;0;2;331957;5;331955;1692158046.451143
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;0;1;1;2;284124;5;284120;1692158046.451146
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;7652226;LECCA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A;;2;0;1;3;27174;278;26896;1692158046.451149
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;7747410;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;;6;4;2;12;667419;;667419;1692158046.451152
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;MASTER;601.71;88;87;10;185;146248;7754;138778;1692158046.451156
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;MERCADO CRÉDITO;24.96;800;1213;189;2202;32050707;32007869;3346123;1692158046.451159
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;MERCANTIL DO BRASIL;53.16;255;199;49;503;4796822;3811309;2339142;1692158046.451162
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;MERCEDES-BENZ;;0;0;1;1;19627;409;19300;1692158046.451165
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;9464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2.87;31;96;37;164;10786244;1470241;10558992;1692158046.451168
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;MODAL;;25;33;8;66;1589489;1589126;46505;1692158046.451171
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;4379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;;1;7;1;9;448030;607;447424;1692158046.451175
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;NEON;441.13;385;114;29;528;872741;0;872741;1692158046.451178
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;;3;41;1;45;198099;3202;195343;1692158046.451181
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;NUBANK;7.48;410;859;272;1541;54748336;52847381;26162099;1692158046.451185
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;OMNI;;23;65;53;141;5019455;202517;4838125;1692158046.451188
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;ORIGINAL;21.59;822;867;236;1925;38069786;37864819;3568320;1692158046.451191
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;PAGBANK-PAGSEGURO;14.87;345;784;139;1268;23191620;23183549;331895;1692158046.451193
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;PARANÁ BANCO;;21;164;9;194;505065;10432;494974;1692158046.451196
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;3311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.;;24;41;4;69;45080;44177;1328;1692158046.451199
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;10878448;PAYPAL DO BRASIL SERVICOS DE PAGAMENTOS LTDA;3.58;34;70;10;114;9476077;9476075;3;1692158046.451202
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;43180355;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;10.57;82;38;10;130;7753628;7531149;2667685;1692158046.451205
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;PINE;;1;2;0;3;13027;11478;2279;1692158046.451207
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;PORTO SEGURO;30.2;100;70;71;241;3310348;;3310348;1692158046.45121
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;1800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;;16;19;9;44;138135;2234;135902;1692158046.451214
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;1722480;QUERO-QUERO VERDECARD INSTITUIÇÃO DE PAGAMENTO S.A.;;4;11;2;17;389143;;389143;1692158046.451217
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;;10;48;24;82;5636382;841;5636356;1692158046.45122
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;RECARGAPAY;;25;26;23;74;;;;1692158046.451223
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;RENDIMENTO;;3;15;3;21;215526;211666;6509;1692158046.451226
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;65697260;REPOM S.A.;;0;1;0;1;267987;267985;4;1692158046.451229
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;RODOBENS;;1;2;0;3;15610;1553;14421;1692158046.451232
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;6249129;RPW S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;0;0;1;1;2385;;2385;1692158046.451235
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;SAFRA;33.93;189;473;211;873;5570140;2374691;3594598;1692158046.451239
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;SANTANDER;27.37;1589;3015;1509;6113;58048730;51261246;26074237;1692158046.451242
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;SENFF;;1;1;2;4;193066;116106;80555;1692158046.451245
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;5503849;SF3 CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;;0;2;0;2;30878;1282;29599;1692158046.451248
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;SICREDI;;0;1;0;1;6566416;6545001;198969;1692158046.45125
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15173776;SOCIAL BANK BANCO MÚLTIPLO S/A;;7;3;5;15;1346;1311;46;1692158046.451253
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;SOCIETE GENERALE;;1;1;1;3;480;375;154;1692158046.451256
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;3881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;5;3;8;16;2230;452;1778;1692158046.45126
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;SOFISA;;17;34;10;61;465763;456537;18681;1692158046.451263
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;SOROCRED;;14;27;12;53;294357;1075;293295;1692158046.451266
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;STONE;54.99;116;139;10;265;2109401;2109302;102;1692158046.451269
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;41498340;TENTOS S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;0;0;1;1;282;;282;1692158046.451272
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;9473806;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;0;0;1;1;36500;12;36488;1692158046.451276
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;UBS;;0;1;0;1;0;0;;1692158046.451279
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;5192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;;2;4;0;6;426258;2456;424797;1692158046.451282
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;VOITER;;1;3;0;4;164166;4884;159535;1692158046.451286
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;VOLKSWAGEN;;14;16;27;57;327452;288;327302;1692158046.451289
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;VOLVO;;0;1;0;1;7774;49;7766;1692158046.451292
2022;1;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;VOTORANTIM;8.17;179;177;146;502;21892612;18823383;5432526;1692158046.451295
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;WESTERN UNION;;4;4;0;8;1;1;;1692158046.451298
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;23862762;WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;23;33;24;80;2452408;2451566;562744;1692158046.451301
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;XP;166.42;81;23;7;111;486698;484824;365064;1692158046.451305
2022;1;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;YAMAHA MOTOR;;2;7;6;15;213551;143;213433;1692158046.451308
