"ano";"num_trimestre";"nom_categoria";"nom_tipo_instituicao";"num_cnpj_instituicao";"nom_instituicao";"vlr_ind_recl";"qtd_recl_reg_prec";"qtd_recl_reg_outr";"qtd_recl_nao_reg";"qtd_totl_recl";"qtd_totl_clie_css_scr";"qtd_clie_ccs";"qtd_clie_scr";"dat_hor_psst"
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;4913711;BANCO DO ESTADO DO PARÁ S.A.;33.51;31;21;21;73;924951;801524;412094;1692154721.718155
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;7237373;BANCO DO NORDESTE DO BRASIL S.A.;;5;34;26;65;8967632;8384030;3314376;1692154721.718158
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;58616418;BANCO FIBRA S.A.;;1;2;0;3;164195;4262;160535;1692154721.71816
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;31880826;BANCO GUANABARA S.A.;;1;0;0;1;2296;2240;378;1692154721.718162
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;53518684;BANCO HSBC S.A.;;0;3;3;6;3331;3318;71;1692154721.718166
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;4866275;BANCO INBURSA S.A.;;10;18;6;34;19313;9;19304;1692154721.718168
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;23903068;BANCO KOMATSU DO BRASIL S.A.;;0;1;0;1;726;716;700;1692154721.71817
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;59118133;BANCO LUSO BRASILEIRO S.A.;;0;1;0;1;9589;4653;5303;1692154721.718173
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;78632767;BANCO OURINVEST S.A.;;2;2;0;4;88234;85073;3199;1692154721.718175
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;61820817;BANCO PAULISTA S.A.;;2;1;0;3;29632;7826;22077;1692154721.718178
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;1023570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.;;0;1;0;1;3933;3748;1744;1692154721.71818
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;517645;BANCO RIBEIRAO PRETO S.A.;;0;0;1;1;3988;3815;1881;1692154721.718183
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;795423;BANCO SEMEAR S.A.;;5;2;2;9;288254;4042;284806;1692154721.718186
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11970623;BANCO SENFF S.A.;;3;1;1;5;158470;87682;72863;1692154721.718189
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BANCO SICOOB;;21;26;13;60;5291486;2461788;3440676;1692154721.718191
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;7679404;BANCO TOPÁZIO S.A.;;5;8;0;13;16284;15063;3043;1692154721.718193
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BANCO TOYOTA DO BRASIL S.A.;;2;5;6;13;152990;15267;138627;1692154721.718196
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;17351180;BANCO TRIANGULO S.A.;;10;15;15;40;1977611;565322;1791767;1692154721.718198
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BANESTES;;11;23;12;46;1354013;1303774;478795;1692154721.718201
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BANRISUL;22.86;116;360;80;556;5073507;3715708;3960797;1692154721.718204
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BARIGUI;140.74;36;54;14;104;255790;226379;56600;1692154721.718206
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BB;14.39;1034;2084;1568;4686;71820761;66103224;33139108;1692154721.71821
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BBC;;1;0;0;1;5306;;5306;1692154721.718212
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BMG;67.87;618;748;167;1533;9105226;5655748;5202772;1692154721.718215
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BMW;;1;0;0;1;29782;27637;21275;1692154721.718219
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BNP PARIBAS;134.9;302;385;61;748;2238538;12083;2226945;1692154721.718221
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BNQI - FINANCEIRO;;29;25;8;62;;;;1692154721.718224
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BOFA MERRILL LYNCH;;0;1;0;1;4769;4763;107;1692154721.718229
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13370835;BPP INSTITUIÇÃO DE PAGAMENTO S.A.;16.85;32;25;4;61;1898746;1898746;;1692154721.718232
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BRADESCO;25.3;2529;3483;2092;8104;99921260;91285260;44108477;1692154721.718236
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BRB;71.83;261;338;215;814;3633478;3517522;1456857;1692154721.718238
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;BTG PACTUAL/BANCO PAN;63.08;1128;1081;547;2756;17880721;11720010;9553219;1692154721.718241
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;C6 BANK;106.22;1444;1326;541;3311;13594217;12201000;4405356;1692154721.718244
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;CAIXA ECONOMICA FEDERAL;17.66;2564;3137;2949;8650;145144708;143598185;23841368;1692154721.718246
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;37122487;CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;0;0;1;1;2813;;2813;1692154721.718249
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;9313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;4;0;2;6;59274;54298;15589;1692154721.718252
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;CCB;;15;101;8;124;194385;3704;191219;1692154721.718255
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13935893;CELCOIN INSTITUICAO DE PAGAMENTO S.A.;;4;4;6;14;0;0;0;1692154721.718257
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;1027058;CIELO S.A.;;28;23;47;98;122732;122628;104;1692154721.71826
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;CITIBANK;;1;6;9;16;18303;17392;1824;1692154721.718262
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;COBUCCIO;;6;15;24;45;;;;1692154721.718265
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;COLOMBO;;2;11;0;13;354942;47;354909;1692154721.718267
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;CRED-SYSTEM;;21;16;13;50;;;;1692154721.71827
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;62895230;CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO;;0;1;0;1;724468;;724468;1692154721.718275
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;CREFISA;24.21;69;77;39;185;2849908;1742216;1641568;1692154721.718278
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;DAYCOVAL;90.8;120;330;42;492;1321554;172698;1185305;1692154721.71828
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;21018182;EBANX INSTITUICAO DE PAGAMENTOS LTDA.;102.12;48;26;4;78;470025;470023;2;1692154721.718283
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;39321657;FACEBOOK INSTITUIÇÃO DE PAGAMENTO DO BRASIL LTDA.;;0;0;2;2;0;0;0;1692154721.718285
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;339.53;156;415;31;602;459457;682;458779;1692154721.718288
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;36583700;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;1;2;0;3;15595;;15595;1692154721.718291
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;;0;3;6;9;85821;1630;84240;1692154721.718293
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;FINAXIS;;0;1;1;2;3981;3981;;1692154721.718296
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13203354;FITBANK PAGAMENTOS ELETRONICOS S.A.;;1;1;0;2;582;582;;1692154721.718298
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;2732968;FORTBRASIL ADMINISTRADORA DE CARTOES DE CREDITO S/A;;13;6;5;24;622170;;622170;1692154721.718301
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;GAZIN;;0;1;1;2;40831;314;40562;1692154721.718303
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;GENIAL;;16;5;1;22;325801;325797;47;1692154721.718306
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;GERENCIANET;;4;10;7;21;260700;260679;1109;1692154721.71831
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;GM;;1;14;16;31;258368;489;257965;1692154721.718313
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;6339468;GRAZZIOTIN FINANCIADORA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;;0;0;1;1;32555;1;32554;1692154721.718316
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;GRUPO BONSUCESSO - BS2;82.51;76;158;25;259;921017;915941;16753;1692154721.718319
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;GRUPO ZEMA;;1;3;4;8;463914;582;463351;1692154721.718322
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;HERVAL - HS;;7;5;1;13;206484;9685;201867;1692154721.718325
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;HONDA;;5;9;5;19;417444;112;417418;1692154721.718328
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13884775;HUB PAGAMENTOS S.A;;9;17;3;29;2657176;2657176;;1692154721.71833
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;INDUSTRIAL DO BRASIL;;7;22;4;33;63656;4550;59866;1692154721.718333
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;INTER;53.9;818;756;258;1832;15174249;15073017;2457454;1692154721.718336
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;ITAU;12.76;1153;2810;1673;5636;90314397;71571940;52704743;1692154721.718339
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15111975;IUGU INSTITUIÇÃO DE PAGAMENTO S.A.;;1;1;1;3;0;0;0;1692154721.718342
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;4230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO;;0;4;3;7;53834;;53834;1692154721.718345
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;1;2;5;8;263553;5;263549;1692154721.718348
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;LECCA;;4;2;3;9;29144;273;28872;1692154721.718351
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;7747410;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;;3;8;1;12;552627;;552627;1692154721.718355
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;MASTER;952.93;122;99;15;236;128025;7385;120867;1692154721.718358
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;MERCADO CRÉDITO;21.45;590;931;211;1732;27495743;27451306;1760832;1692154721.71836
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;MERCANTIL DO BRASIL;75.08;321;200;78;599;4275418;3678354;1920737;1692154721.718364
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;MERCEDES-BENZ;;2;0;0;2;19881;406;19557;1692154721.718367
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;9464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2.63;28;106;35;169;10613765;1109591;10456015;1692154721.71837
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;MODAL;;21;19;23;63;1489940;1489660;41410;1692154721.718372
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;4379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;;0;5;0;5;441953;686;441268;1692154721.718375
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;20855875;NEON PAGAMENTOS S.A.;324.25;210;108;47;365;647641;;647641;1692154721.718377
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;;17;79;0;96;121786;3155;119057;1692154721.71838
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;NUBANK;5.26;263;729;345;1337;49967783;47944167;23501884;1692154721.718383
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;OMNI;;21;64;56;141;5228860;185059;5061589;1692154721.718386
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;ORIGINAL;17.7;635;737;232;1604;35869197;35697171;2757338;1692154721.718389
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;PAGBANK-PAGSEGURO;15.78;345;668;196;1209;21860165;21852866;326378;1692154721.718391
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;PARANÁ BANCO;95.47;47;240;15;302;492284;10244;482350;1692154721.718395
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;3311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.;16699.13;60;39;6;105;3593;;3593;1692154721.718398
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;10878448;PAYPAL DO BRASIL SERVICOS DE PAGAMENTOS LTDA;3.65;32;58;9;99;8746269;8746267;3;1692154721.7184
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;43180355;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;13.18;95;41;17;153;7207087;7004578;2587911;1692154721.718403
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;PINE;;3;2;0;5;12752;11239;2226;1692154721.718406
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;PORTO SEGURO;28.8;92;75;57;224;3193843;;3193843;1692154721.718409
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;1800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;;13;26;13;52;232901;1;232900;1692154721.718412
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;;12;56;18;86;5366646;58;5366622;1692154721.718414
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;RENDIMENTO;;2;20;5;27;207634;203897;6345;1692154721.718417
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;65697260;REPOM S.A.;;1;0;1;2;264544;264542;4;1692154721.71842
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;RODOBENS;;2;4;3;9;15210;1575;14003;1692154721.718422
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;SAFRA;58.24;299;608;218;1125;5133500;2203303;3293645;1692154721.718427
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;SANTANDER;24.58;1397;3086;1638;6121;56812607;49729206;25807189;1692154721.718431
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;122327;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;;0;4;0;4;10969;564;10405;1692154721.718437
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;SCANIA;;1;0;0;1;5294;4196;5246;1692154721.718441
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;5503849;SF3 CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;;0;1;1;2;30369;1259;29113;1692154721.718445
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;SIMPALA;;1;0;0;1;3000;26;2974;1692154721.718449
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;3881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;4;3;9;16;2151;458;1693;1692154721.718456
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;SOFISA;;26;24;9;59;437525;427956;17840;1692154721.718462
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;SOROCRED;;11;35;11;57;715574;1071;714550;1692154721.718467
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;STONE;21.55;40;82;11;133;1855667;1855564;104;1692154721.718469
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;9473806;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;0;0;1;1;37822;12;37810;1692154721.718472
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;1722480;VERDE - ADMINISTRADORA DE CARTOES DE CREDITO S.A.;;2;7;2;11;435518;;435518;1692154721.718474
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;5192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;;4;4;1;9;416742;2167;415345;1692154721.718476
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;VOLKSWAGEN;;13;50;38;101;344355;869;343647;1692154721.718479
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;VOLVO;;0;1;2;3;7449;49;7440;1692154721.718481
2021;4;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;VOTORANTIM;9.33;188;147;177;512;20145553;16986862;5287210;1692154721.718484
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;WESTERN UNION;;1;2;3;6;1;1;;1692154721.718486
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;23862762;WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;19.87;41;31;22;94;2062720;2062055;440454;1692154721.718489
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;XP;184.34;70;13;7;90;379732;376638;284044;1692154721.718492
2021;4;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;;YAMAHA MOTOR;;0;9;14;23;213549;115;213456;1692154721.718494
