"ano";"num_trimestre";"nom_categoria";"nom_tipo_instituicao";"num_cnpj_instituicao";"nom_instituicao";"vlr_ind_recl";"qtd_recl_reg_prec";"qtd_recl_reg_outr";"qtd_recl_nao_reg";"qtd_totl_recl";"qtd_totl_clie_css_scr";"qtd_clie_ccs";"qtd_clie_scr";"dat_hor_psst"
2021;1;Grupo Secundário;Conglomerado;;SICREDI;;0;0;1;1;5562671;5541402;177298;1692154721.719502
2021;1;Grupo Secundário;Banco/financeira;3881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;0;1;5;6;3398;1813;1585;1692154721.719505
2021;1;Grupo Secundário;Conglomerado;;SOFISA;;25;17;26;68;314921;306391;14980;1692154721.719507
2021;1;Grupo Secundário;Conglomerado;;SOROCRED;;12;21;21;54;720886;1196;719752;1692154721.71951
2021;1;Grupo Secundário;Conglomerado;;UBS;;0;3;1;4;0;0;;1692154721.719512
2021;1;Grupo Secundário;Banco/financeira;5192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;;0;2;2;4;412934;1008;411929;1692154721.719515
2021;1;Grupo Secundário;Conglomerado;;VOLKSWAGEN;;24;14;35;73;377032;1196;376129;1692154721.719517
2021;1;Grupo Secundário;Conglomerado;;VOLVO;;0;0;1;1;7736;88;7727;1692154721.719519
2021;1;Top 10;Conglomerado;;VOTORANTIM;4.57;69;428;206;703;15074861;11512143;4668540;1692154721.719522
2021;1;Grupo Secundário;Conglomerado;;WESTERN UNION;;3;0;0;3;1;1;;1692154721.719524
2021;1;Grupo Secundário;Banco/financeira;23862762;WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;;16;15;17;48;1548186;1546806;314656;1692154721.719526
2021;1;Grupo Secundário;Conglomerado;;YAMAHA MOTOR;;6;4;7;17;197837;61;197782;1692154721.719529
